customer_key,customer_id,first_name,last_name,country,martial_status,gender,birthdate,create_date
10992,21991,Teresa,Gill,Australia,Married,Female,1971-01-11,2026-01-05
10993,21992,Alejandro,Zhang,Australia,Single,Male,1971-02-24,2026-01-05
10994,21993,Craig,Sanz,Australia,Married,Male,1981-03-16,2026-01-05
10995,21994,Natasha,Ruiz,Australia,Single,Female,1964-09-09,2026-01-05
10996,21995,Kathryn,Raji,Australia,Single,Female,1967-09-19,2026-01-05
10997,21996,Amy,Gao,Australia,Married,Female,1967-05-19,2026-01-05
10998,21997,Dennis,Xu,Australia,Married,Male,1963-09-11,2026-01-05
10999,21998,Erik,Hernandez,Australia,Married,Male,1964-05-07,2026-01-05
11000,21999,Julia,Barnes,Australia,Married,Female,1969-05-09,2026-01-05
11001,22000,Cynthia,Chandra,Australia,Married,Female,1969-09-07,2026-01-05
11002,22001,Gregory,Chander,Australia,Single,Male,1963-04-20,2026-01-05
11003,22002,Kristen,Chen,Australia,Married,Female,1942-02-02,2026-01-05
11004,22003,Jill,Navarro,Australia,Married,Female,1942-02-20,2026-01-05
11005,22004,Meghan,Ortega,Australia,Married,Female,1966-02-13,2026-01-05
11006,22005,Pamela,Mehta,Australia,Married,Female,1965-08-31,2026-01-05
11007,22006,Jon,Nara,Australia,Married,Male,1965-12-18,2026-01-05
11008,22007,Kaylee,Hernandez,United States,Single,Female,1982-03-13,2026-01-05
11009,22008,Alisha,Ye,Canada,Single,Female,1980-10-05,2026-01-05
11010,22009,Ross,Alvarez,United States,Single,Male,1980-08-08,2026-01-05
11011,22010,Henry,Lopez,United States,Single,Male,1981-01-09,2026-01-05
11012,22011,Richard,Patterson,United States,Single,Male,1986-05-13,2026-01-05
11013,22012,Regina,Malhotra,United States,Single,Female,1985-12-24,2026-01-05
11014,22013,Marcus,Jenkins,United States,Single,Male,1986-05-01,2026-01-05
11015,22014,Jose,Gonzales,Canada,Single,Male,1985-11-16,2026-01-05
11016,22015,Mary,Turner,Canada,Married,Female,1986-04-14,2026-01-05
11017,22016,Terrence,Andersen,United States,Single,Male,1986-04-21,2026-01-05
11018,22017,Sharon,She,Australia,Married,Female,1943-06-08,2026-01-05
11019,22018,Todd,Sun,Australia,Married,Male,1942-11-06,2026-01-05
11020,22019,Rachel,Bryant,Canada,Married,Female,1983-08-23,2026-01-05
11021,22020,Jaime,Shan,Australia,Married,Male,1943-10-16,2026-01-05
11022,22021,Ethan,White,United States,Single,Male,1983-03-20,2026-01-05
11023,22022,Christopher,Davis,United States,Single,Male,1983-05-04,2026-01-05
11024,22023,Rafael,Chen,United States,Single,Male,1982-10-29,2026-01-05
11025,22024,Samuel,Chen,United States,Single,Male,1982-08-11,2026-01-05
11026,22025,Riley,Peterson,United States,Single,Female,1982-12-04,2026-01-05
11027,22026,Bridget,Kennedy,Canada,Married,Female,1984-10-04,2026-01-05
11028,22027,Franklin,Luo,Canada,Single,Male,1984-12-02,2026-01-05
11029,22028,Jodi,Shen,Australia,Married,Female,1945-05-21,2026-01-05
11030,22029,Laura,Gao,Australia,Married,Female,1945-05-02,2026-01-05
11031,22030,Barbara,Shen,Australia,Married,Female,1945-11-19,2026-01-05
11032,22031,Jorge,Cai,Australia,Married,Male,1946-02-09,2026-01-05
11033,22032,Ivan,Fernandez,Australia,Married,Male,1948-03-11,2026-01-05
11034,22033,Marshall,Zhao,Australia,Single,Male,1947-12-15,2026-01-05
11035,22034,Seth,Clark,United States,Married,Male,1981-10-01,2026-01-05
11036,22035,Ryan,Wilson,United States,Married,Male,1982-05-09,2026-01-05
11037,22036,Gabriella,Hall,United States,Single,Female,1981-04-30,2026-01-05
11038,22037,Angela,Gonzales,United States,Married,Female,1980-11-28,2026-01-05
11039,22038,Isabella,Jackson,United States,Single,Female,1985-02-14,2026-01-05
11040,22039,Marissa,Simmons,United States,Single,Female,1979-09-13,2026-01-05
11041,22040,Devin,Brown,United States,Married,Male,1980-04-14,2026-01-05
11042,22041,Paige,Morris,Canada,Single,Female,1978-10-31,2026-01-05
11043,22042,Abigail,Bryant,United States,Married,Female,1983-08-18,2026-01-05
11044,22043,Trinity,Cox,United States,Single,Female,1978-02-09,2026-01-05
11045,22044,Connor,Young,United States,Single,Male,1983-05-13,2026-01-05
11046,22045,Cameron,Chen,United States,Single,Male,1979-05-04,2026-01-05
11047,22046,Jasmine,Sanders,United States,Single,Female,1984-08-16,2026-01-05
11048,22047,David,Gonzales,United States,Married,Male,1979-12-13,2026-01-05
11049,22048,Grace,Washington,United States,Married,Female,1972-10-19,2026-01-05
11050,22049,Allen,Patel,United States,Single,Male,1978-05-03,2026-01-05
11051,22050,Richard,Bailey,Canada,Single,Male,1973-08-17,2026-01-05
11052,22051,Lauren,Rogers,United States,Single,Female,1974-06-04,2026-01-05
11053,22052,Zachary,Butler,United States,Married,Male,1979-05-05,2026-01-05
11054,22053,Jaime,Goel,United States,Single,Male,1979-12-12,2026-01-05
11055,22054,Russell,Raji,United States,Single,Male,1974-02-21,2026-01-05
11056,22055,Hannah,Clark,United States,Married,Female,1979-03-02,2026-01-05
11057,22056,Alex,Howard,United States,Married,Male,1984-08-17,2026-01-05
11058,22057,Kyle,Ross,United States,Single,Male,1984-08-12,2026-01-05
11059,22058,Jake,Zukowski,Canada,Single,Male,1984-05-04,2026-01-05
11060,22059,Jonathan,Johnson,Canada,Married,Male,1983-08-09,2026-01-05
11061,22060,Evan,Hill,United States,Married,Male,1984-05-05,2026-01-05
11062,22061,Jenny,Goel,United States,Single,Female,1984-03-19,2026-01-05
11063,22062,Cameron,Flores,United States,Single,Male,1983-10-26,2026-01-05
11064,22063,Joanna,Suarez,Australia,Married,Female,1951-04-01,2026-01-05
11065,22064,Lawrence,Carlson,Australia,Married,Male,1950-11-21,2026-01-05
11066,22065,Roy,Martin,Australia,Married,Male,1951-12-31,2026-01-05
11067,22066,Paula,Munoz,United States,Married,Female,1982-03-14,2026-01-05
11068,22067,Julia,Jackson,United States,Married,Female,1982-01-14,2026-01-05
11069,22068,Sean,James,United States,Single,Male,1968-12-12,2026-01-05
11070,22069,Bailey,Reed,United States,Single,Female,1974-12-02,2026-01-05
11071,22070,Eduardo,Brown,United States,Married,Male,1968-12-29,2026-01-05
11072,22071,Gabriel,Carter,United States,Single,Male,1969-05-19,2026-01-05
11073,22072,Devin,Russell,United States,Single,Male,1969-01-31,2026-01-05
11074,22073,Timothy,Sanders,United States,Married,Male,1968-06-23,2026-01-05
11075,22074,Richard,Washington,United States,Single,Male,1973-08-11,2026-01-05
11076,22075,Pedro,Patel,United States,Married,Male,1973-05-11,2026-01-05
11077,22076,Nelson,Vazquez,United States,Married,Male,1973-06-20,2026-01-05
11078,22077,Marvin,Rubio,United States,Married,Male,1968-01-07,2026-01-05
11079,22078,William,Martin,United States,Married,Male,1973-07-04,2026-01-05
11080,22079,Katherine,Perez,Canada,Married,Female,1972-10-12,2026-01-05
11081,22080,Caitlin,Sanchez,Canada,Married,Female,1972-11-30,2026-01-05
11082,22081,Olivia,Clark,United States,Married,Female,1972-04-03,2026-01-05
11083,22082,Lucas,Barnes,United States,Single,Male,1972-10-19,2026-01-05
11084,22083,David,Flores,United States,Married,Male,1966-09-13,2026-01-05
11085,22084,Francis,Gomez,United States,Married,Male,1972-07-03,2026-01-05
11086,22085,Toni,Mehta,United States,Married,Female,1972-07-09,2026-01-05
11087,22086,Chelsea,Sanchez,United States,Married,Female,1967-05-17,2026-01-05
11088,22087,Joan,Coleman,United States,Married,Female,1972-10-12,2026-01-05
11089,22088,Hannah,Diaz,United States,Married,Female,1966-07-19,2026-01-05
11090,22089,Mason,Gray,United States,Married,Male,1966-09-01,2026-01-05
11091,22090,Alexandra,Miller,United States,Married,Female,1961-05-19,2026-01-05
11092,22091,Kayla,Griffin,United States,Married,Female,1961-02-19,2026-01-05
11093,22092,Andrea,Young,United States,Married,Female,1960-08-22,2026-01-05
11094,22093,Sydney,Baker,United States,Married,Female,1960-12-13,2026-01-05
11095,22094,Jared,Watson,United States,Married,Male,1960-12-01,2026-01-05
11096,22095,Brandon,Perry,Canada,Single,Male,1961-04-13,2026-01-05
11097,22096,Bryce,Cooper,United States,Single,Male,1959-07-22,2026-01-05
11098,22097,David,Anderson,Canada,Married,Male,1946-05-04,2026-01-05
11099,22098,Katherine,Brooks,United States,Single,Female,1941-04-16,2026-01-05
11100,22099,Joel,Schmidt,United States,Married,Male,1940-10-20,2026-01-05
11101,22100,Fernando,Hall,Canada,Married,Male,1982-03-13,2026-01-05
11102,22101,Carol,White,United States,Single,Female,1971-05-09,2026-01-05
11103,22102,Eduardo,Cox,United States,Married,Male,1971-02-04,2026-01-05
11104,22103,Alexandra,Hernandez,United States,Married,Female,1971-06-22,2026-01-05
11105,22104,Richard,Adams,United States,Single,Male,1965-07-19,2026-01-05
11106,22105,Taylor,Cooper,United States,Married,Female,1965-09-20,2026-01-05
11107,22106,Olivia,Long,United States,Married,Female,1976-12-04,2026-01-05
11108,22107,Michael,Jones,Canada,Single,Male,1965-09-30,2026-01-05
11109,22108,Eduardo,Powell,United States,Single,Male,1959-12-15,2026-01-05
11110,22109,Jonathan,Mitchell,Canada,Married,Male,1959-08-02,2026-01-05
11111,22110,Eduardo,King,United States,Married,Male,1960-02-05,2026-01-05
11112,22111,Gabriella,King,United States,Married,Female,1960-05-09,2026-01-05
11113,22112,Paige,Reed,Canada,Married,Female,1960-06-24,2026-01-05
11114,22113,Katherine,Garcia,United States,Single,Female,1964-09-10,2026-01-05
11115,22114,Lucas,Martin,Canada,Married,Male,1959-01-13,2026-01-05
11116,22115,Dalton,Rogers,United States,Married,Male,1958-12-11,2026-01-05
11117,22116,Robert,Lopez,United States,Single,Male,1964-10-31,2026-01-05
11118,22117,Sydney,Perez,Canada,Married,Female,1958-10-09,2026-01-05
11119,22118,Jennifer,Parker,Canada,Single,Female,1958-11-17,2026-01-05
11120,22119,Hailey,Flores,United States,Married,Female,1964-10-09,2026-01-05
11121,22120,Jennifer,Perry,Canada,Married,Female,1959-05-01,2026-01-05
11122,22121,Jackson,Henderson,Canada,Married,Male,1957-11-09,2026-01-05
11123,22122,Rachel,Butler,United States,Married,Female,1958-04-24,2026-01-05
11124,22123,Isabella,Bailey,United States,Single,Female,1942-10-01,2026-01-05
11125,22124,Desiree,Alonso,United States,Married,Female,1943-03-05,2026-01-05
11126,22125,Zachary,Garcia,United States,Married,Male,1942-08-02,2026-01-05
11127,22126,Rachel,Ward,United States,Married,Female,1943-01-31,2026-01-05
11128,22127,Marcus,Thompson,United States,Married,Male,1949-11-05,2026-01-05
11129,22128,Melissa,Perry,Canada,Married,Female,1943-10-05,2026-01-05
11130,22129,Chloe,Hall,United States,Married,Female,1944-06-06,2026-01-05
11131,22130,Xavier,Bryant,United States,Married,Male,1949-08-24,2026-01-05
11132,22131,Jessica,Cook,United States,Married,Female,1943-12-29,2026-01-05
11133,22132,Rachael,Mehta,United States,Married,Female,1943-08-25,2026-01-05
11134,22133,Xavier,Adams,United States,Married,Male,1944-03-22,2026-01-05
11135,22134,Leonard,Raji,United States,Married,Male,1945-05-09,2026-01-05
11136,22135,Julia,Hernandez,United States,Married,Female,1944-12-16,2026-01-05
11137,22136,Devin,Evans,United States,Married,Male,1945-05-13,2026-01-05
11138,22137,Elizabeth,Griffin,United States,Married,Female,1945-09-17,2026-01-05
11139,22138,Alexandra,Brooks,United States,Married,Female,1946-03-11,2026-01-05
11140,22139,Jaime,Pal,United States,Married,Male,1951-05-05,2026-01-05
11141,22140,Makayla,Sanchez,United States,Married,Female,1947-06-21,2026-01-05
11142,22141,Jesse,Carter,Canada,Married,Male,1952-09-09,2026-01-05
11143,22142,Nelson,Alonso,United States,Married,Male,1946-10-08,2026-01-05
11144,22143,Summer,Prasad,Canada,Married,Female,1947-01-12,2026-01-05
11145,22144,Zachary,Wang,Canada,Married,Male,1946-08-06,2026-01-05
11146,22145,Eduardo,Kelly,United States,Married,Male,1946-12-04,2026-01-05
11147,22146,Benjamin,Chen,United States,Single,Male,1953-10-17,2026-01-05
11148,22147,Brett,Kapoor,Australia,Married,Male,1952-10-14,2026-01-05
11149,22148,Candace,Prasad,Australia,Married,Female,1952-08-24,2026-01-05
11150,22149,Gregory,Shen,Australia,Married,Male,1953-03-14,2026-01-05
11151,22150,Damien,Liang,Australia,Married,Male,1952-08-24,2026-01-05
11152,22151,Neil,Jimenez,Australia,Married,Male,1954-01-03,2026-01-05
11153,22152,Marcus,King,United States,Married,Male,1983-08-18,2026-01-05
11154,22153,Alyssa,Kelly,United States,Married,Female,1984-02-01,2026-01-05
11155,22154,Yolanda,Yuan,Canada,Single,Female,1982-07-24,2026-01-05
11156,22155,Steve,Cai,Australia,Married,Male,1954-01-02,2026-01-05
11157,22156,Jamie,Zheng,Australia,Married,Female,1953-09-01,2026-01-05
11158,22157,Maria,Richardson,United States,Single,Female,1983-05-22,2026-01-05
11159,22158,Amber,Phillips,United States,Single,Female,1982-08-16,2026-01-05
11160,22159,David,Davis,United States,Single,Male,1982-11-14,2026-01-05
11161,22160,Alex,Richardson,United States,Single,Male,1983-06-10,2026-01-05
11162,22161,Rachel,Clark,United States,Single,Female,1983-04-03,2026-01-05
11163,22162,Brad,Yuan,United States,Married,Male,1982-10-09,2026-01-05
11164,22163,Morgan,Scott,United States,Single,Female,1982-12-29,2026-01-05
11165,22164,Destiny,Morris,United States,Single,Female,1983-02-21,2026-01-05
11166,22165,Aaron,Perez,United States,Married,Male,1982-05-01,2026-01-05
11167,22166,Katherine,Gray,United States,Single,Female,1982-02-25,2026-01-05
11168,22167,Colleen,Yang,Australia,Married,Female,1960-03-18,2026-01-05
11169,22168,Erica,Wang,Australia,Married,Female,1954-10-30,2026-01-05
11170,22169,Jenny,Li,Australia,Married,Female,1956-06-11,2026-01-05
11171,22170,Cynthia,Martinez,Australia,Married,Female,1956-03-17,2026-01-05
11172,22171,Meredith,Gonzalez,Australia,Married,Female,1956-11-06,2026-01-05
11173,22172,Cesar,Sara,Australia,Married,Male,1962-09-05,2026-01-05
11174,22173,Bianca,Cai,Australia,Married,Female,1957-10-18,2026-01-05
11175,22174,Micah,Lu,Australia,Married,Male,1957-10-30,2026-01-05
11176,22175,Joy,Dominguez,Australia,Married,Female,1958-05-05,2026-01-05
11177,22176,Alejandro,Yang,Australia,Married,Male,1959-03-10,2026-01-05
11178,22177,Meghan,Suarez,Australia,Married,Female,1958-09-22,2026-01-05
11179,22178,Jessica,Bell,Australia,Married,Female,1958-12-24,2026-01-05
11180,22179,Abby,Mehta,Australia,Married,Female,1959-08-08,2026-01-05
11181,22180,Joe,Srini,Australia,Single,Male,1965-10-10,2026-01-05
11182,22181,Gary,Romero,Australia,Single,Male,1976-10-13,2026-01-05
11183,22182,Madeline,Parker,Canada,Single,Female,1981-05-03,2026-01-05
11184,22183,Benjamin,Jones,United States,Married,Male,1981-04-24,2026-01-05
11185,22184,Jeremy,Carter,United States,Married,Male,1981-01-23,2026-01-05
11186,22185,Connor,Henderson,United States,Married,Male,1980-11-29,2026-01-05
11187,22186,Jonathan,Foster,United States,Single,Male,1981-04-02,2026-01-05
11188,22187,Hannah,Russell,United States,Single,Female,1979-12-22,2026-01-05
11189,22188,Sarah,Barnes,United States,Married,Female,1984-06-04,2026-01-05
11190,22189,Linda,Hernandez,United States,Married,Female,1978-08-31,2026-01-05
11191,22190,Carlos,Richardson,United States,Single,Male,1981-08-17,2026-01-05
11192,22191,Jack,Adams,United States,Single,Male,1981-08-08,2026-01-05
11193,22192,Henry,Zimmerman,United States,Single,Male,1982-03-11,2026-01-05
11194,22193,Toni,Garcia,Australia,Single,Female,1961-05-20,2026-01-05
11195,22194,Bruce,Sai,Australia,Single,Male,1971-10-16,2026-01-05
11196,22195,Philip,Romero,Australia,Married,Male,1961-10-22,2026-01-05
11197,22196,Francis,Romero,Australia,Single,Male,1967-01-21,2026-01-05
11198,22197,Larry,Dominguez,Australia,Single,Male,1962-06-13,2026-01-05
11199,22198,Frank,Hernandez,Australia,Married,Male,1973-05-10,2026-01-05
11200,22199,David,Lee,Australia,Single,Male,1961-12-06,2026-01-05
11201,22200,Martha,Ye,Australia,Single,Female,1962-09-25,2026-01-05
11202,22201,Lindsey,Luo,Australia,Married,Female,1962-07-05,2026-01-05
11203,22202,Roberto,Diaz,Australia,Married,Male,1963-01-03,2026-01-05
11204,22203,Alisha,Zheng,Australia,Married,Female,1969-06-12,2026-01-05
11205,22204,Dustin,Xie,Australia,Married,Male,1963-12-22,2026-01-05
11206,22205,Bobby,Saunders,Australia,Married,Male,1964-02-07,2026-01-05
11207,22206,Cynthia,Rodriguez,Australia,Single,Female,1969-08-30,2026-01-05
11208,22207,Nancy,Sanchez,Australia,Single,Female,1963-07-01,2026-01-05
11209,22208,Candice,Liang,Australia,Married,Female,1965-04-09,2026-01-05
11210,22209,Cedric,Shen,Australia,Married,Male,1964-07-11,2026-01-05
11211,22210,Martha,Yang,Australia,Married,Female,1970-04-03,2026-01-05
11212,22211,Richard,Gray,United States,Married,Male,1979-08-24,2026-01-05
11213,22212,Kara,Xu,Australia,Married,Female,1964-09-03,2026-01-05
11214,22213,Jay,Patel,Australia,Single,Male,1964-09-02,2026-01-05
11215,22214,Sabrina,Ruiz,Australia,Married,Female,1970-01-01,2026-01-05
11216,22215,Samuel,Lal,United States,Married,Male,1972-06-23,2026-01-05
11217,22216,Marcus,Howard,United States,Single,Male,1977-03-11,2026-01-05
11218,22217,Dylan,Powell,Canada,Married,Male,1963-06-17,2026-01-05
11219,22218,Christian,Bryant,United States,Married,Male,1962-08-24,2026-01-05
11220,22219,Juha-Pekka,Posti,Canada,Married,Female,1962-08-01,2026-01-05
11221,22220,Brandon,Sharma,United States,Married,Male,1967-12-30,2026-01-05
11222,22221,Benjamin,Kumar,United States,Married,Male,1968-10-14,2026-01-05
11223,22222,Angel,Hill,United States,Married,Male,1963-01-21,2026-01-05
11224,22223,Gabrielle,Parker,United States,Married,Female,1962-10-09,2026-01-05
11225,22224,Katherine,Alexander,United States,Married,Female,1962-08-31,2026-01-05
11226,22225,Jessica,Murphy,United States,Single,Female,1962-08-31,2026-01-05
11227,22226,Morgan,Sanders,United States,Married,Female,1962-04-23,2026-01-05
11228,22227,Barbara,Cai,United States,Married,Female,1961-11-18,2026-01-05
11229,22228,Katelyn,Gonzalez,United States,Married,Female,1962-03-12,2026-01-05
11230,22229,Wyatt,Perry,United States,Married,Male,1967-08-05,2026-01-05
11231,22230,Jordyn,Bennett,Canada,Married,Female,1962-03-22,2026-01-05
11232,22231,Grace,Brooks,United States,Married,Female,1961-10-20,2026-01-05
11233,22232,Paige,Brooks,Canada,Married,Female,1978-02-15,2026-01-05
11234,22233,Xavier,Martin,Canada,Married,Male,1977-10-20,2026-01-05
11235,22234,Katherine,Gonzalez,Canada,Married,Female,1977-08-07,2026-01-05
11236,22235,Sebastian,Peterson,United States,Married,Male,1983-09-08,2026-01-05
11237,22236,Jose,Gonzalez,United States,Married,Male,1975-09-02,2026-01-05
11238,22237,Angel,Morris,United States,Married,Male,1975-10-03,2026-01-05
11239,22238,Alex,Murphy,United States,Married,Male,1976-05-17,2026-01-05
11240,22239,Jesse,Cook,United States,Married,Male,1975-07-05,2026-01-05
11241,22240,Miguel,Powell,United States,Married,Male,1976-03-20,2026-01-05
11242,22241,Alexandria,Washington,United States,Married,Female,1975-12-30,2026-01-05
11243,22242,Cameron,Walker,United States,Married,Male,1976-06-25,2026-01-05
11244,22243,Emma,Lewis,United States,Married,Female,1975-09-11,2026-01-05
11245,22244,Shelby,Howard,United States,Married,Female,1974-11-15,2026-01-05
11246,22245,Evan,Lopez,United States,Single,Male,1980-05-07,2026-01-05
11247,22246,Jacqueline,Cox,United States,Married,Female,1974-09-10,2026-01-05
11248,22247,Ryan,Williams,Canada,Married,Male,1975-04-06,2026-01-05
11249,22248,Gary,Ramos,United States,Married,Male,1980-10-14,2026-01-05
11250,22249,Kevin,Chen,United States,Married,Male,1977-02-04,2026-01-05
11251,22250,Michael,Wilson,United States,Married,Male,1977-01-19,2026-01-05
11252,22251,Martha,She,Canada,Married,Female,1981-12-15,2026-01-05
11253,22252,Makayla,Brooks,Canada,Single,Female,1976-01-05,2026-01-05
11254,22253,Stephanie,Reed,United States,Married,Female,1975-08-06,2026-01-05
11255,22254,Fernando,Scott,United States,Married,Male,1976-05-23,2026-01-05
11256,22255,Nicole,Rogers,United States,Married,Female,1981-12-15,2026-01-05
11257,22256,Edwin,Lu,United States,Married,Male,1975-12-05,2026-01-05
11258,22257,Carrie,Romero,United States,Married,Female,1975-08-06,2026-01-05
11259,22258,Jessica,Reed,United States,Married,Female,1975-10-18,2026-01-05
11260,22259,Dalton,Mitchell,United States,Single,Male,1978-10-29,2026-01-05
11261,22260,Courtney,Allen,United States,Married,Female,1973-02-11,2026-01-05
11262,22261,Isaac,Allen,United States,Single,Male,1978-03-06,2026-01-05
11263,22262,Marcus,Collins,United States,Single,Male,1978-06-01,2026-01-05
11264,22263,Patrick,Blue,United States,Married,Male,1971-11-24,2026-01-05
11265,22264,Stephanie,Coleman,Canada,Single,Female,1972-05-13,2026-01-05
11266,22265,Jeremiah,Sanchez,Canada,Married,Male,1972-05-13,2026-01-05
11267,22266,Rachel,Sanders,United States,Married,Female,1972-06-16,2026-01-05
11268,22267,Brianna,Rodriguez,Canada,Married,Female,1971-08-15,2026-01-05
11269,22268,Alexandra,Barnes,Canada,Single,Female,1975-03-22,2026-01-05
11270,22269,Caleb,Yang,United States,Married,Male,1985-08-13,2026-01-05
11271,22270,Antonio,Gonzales,United States,Married,Male,1974-10-13,2026-01-05
11272,22271,Connor,Mitchell,United States,Married,Male,1980-02-21,2026-01-05
11273,22272,Isabella,Kelly,United States,Married,Female,1980-03-03,2026-01-05
11274,22273,Patricia,Rodriguez,United States,Single,Female,1971-03-08,2026-01-05
11275,22274,Adam,Chen,United States,Single,Male,1971-03-18,2026-01-05
11276,22275,Ian,Bailey,United States,Single,Male,1976-02-16,2026-01-05
11277,22276,Gabriella,Gray,United States,Single,Female,1970-12-05,2026-01-05
11278,22277,Arianna,Torres,United States,Single,Female,1976-07-21,2026-01-05
11279,22278,Mariah,Gray,Canada,Single,Female,1976-12-22,2026-01-05
11280,22279,Riley,Kelly,United States,Married,Female,1971-05-09,2026-01-05
11281,22280,Luis,Scott,United States,Married,Male,1976-07-14,2026-01-05
11282,22281,Alexia,Diaz,United States,Married,Female,1971-03-11,2026-01-05
11283,22282,Jonathan,Hughes,United States,Single,Male,1975-01-23,2026-01-05
11284,22283,Eduardo,Davis,United States,Single,Male,1970-01-02,2026-01-05
11285,22284,Kristy,Sanz,United States,Single,Female,1975-06-24,2026-01-05
11286,22285,Meredith,Moreno,Canada,Married,Female,1970-05-22,2026-01-05
11287,22286,Gabriel,Hughes,United States,Married,Male,1975-08-09,2026-01-05
11288,22287,Megan,Griffin,United States,Single,Female,1975-08-15,2026-01-05
11289,22288,Isabel,Patterson,United States,Single,Female,1970-05-26,2026-01-05
11290,22289,Thomas,Long,United States,Married,Male,1980-11-07,2026-01-05
11291,22290,Jocelyn,Jenkins,United States,Married,Female,1980-03-16,2026-01-05
11292,22291,Carlos,Morris,United States,Married,Male,1974-02-22,2026-01-05
11293,22292,Stacy,Gomez,United States,Married,Female,1968-09-05,2026-01-05
11294,22293,Jasmine,Johnson,United States,Married,Female,1968-12-17,2026-01-05
11295,22294,Rachel,Brown,United States,Single,Female,1974-04-09,2026-01-05
11296,22295,Jade,Morgan,United States,Single,Female,1973-09-13,2026-01-05
11297,22296,Benjamin,Johnson,United States,Married,Male,1984-09-16,2026-01-05
11298,22297,Jasmine,Garcia,United States,Single,Female,1974-02-16,2026-01-05
11299,22298,Marcus,Williams,United States,Single,Male,1979-04-17,2026-01-05
11300,22299,Richard,Murphy,Canada,Single,Male,1974-12-23,2026-01-05
11301,22300,Kaitlyn,Price,United States,Single,Female,1974-03-14,2026-01-05
11302,22301,Abigail,Rodriguez,United States,Married,Female,1974-09-09,2026-01-05
11303,22302,Clayton,Guo,United Kingdom,Married,Male,1979-07-14,2026-01-05
11304,22303,Philip,Alonso,France,Single,Male,1977-08-20,2026-01-05
11305,22304,Jaime,Vazquez,United Kingdom,Single,Female,1977-12-25,2026-01-05
11306,22305,Anne,Carlson,United Kingdom,Single,Female,1978-05-21,2026-01-05
11307,22306,Ivan,Kapoor,France,Single,Male,1978-10-09,2026-01-05
11308,22307,Sarah,Ross,Germany,Married,Female,1984-03-12,2026-01-05
11309,22308,Cassandra,Lopez,United Kingdom,Married,Female,1979-02-19,2026-01-05
11310,22309,Leah,Zhou,United Kingdom,Married,Female,1978-12-30,2026-01-05
11311,22310,Christina,Sanders,Germany,Single,Female,1983-03-10,2026-01-05
11312,22311,Bruce,Sara,United Kingdom,Single,Male,1978-01-01,2026-01-05
11313,22312,Kristi,Mehta,France,Married,Female,1983-08-06,2026-01-05
11314,22313,Jarrod,Martinez,United Kingdom,Single,Male,1977-12-04,2026-01-05
11315,22314,Brandy,Patel,France,Married,Female,1977-05-14,2026-01-05
11316,22315,Darren,Raman,United Kingdom,Single,Male,1982-02-24,2026-01-05
11317,22316,Deanna,Sara,France,Married,Female,1976-09-17,2026-01-05
11318,22317,Karla,Nath,Germany,Single,Female,1982-05-05,2026-01-05
11319,22318,Ramon,Xu,Germany,Single,Male,1976-09-04,2026-01-05
11320,22319,Jorge,Zhou,France,Single,Male,1977-05-06,2026-01-05
11321,22320,Danny,Gill,United Kingdom,Married,Male,1977-04-26,2026-01-05
11322,22321,Alan,Zeng,United Kingdom,Single,Male,1975-07-26,2026-01-05
11323,22322,Roger,Zhao,France,Single,Male,1977-05-14,2026-01-05
11324,22323,Erica,Liang,France,Single,Female,1977-06-10,2026-01-05
11325,22324,Kari,Gill,France,Married,Female,1977-02-05,2026-01-05
11326,22325,Noah,Rodriguez,United Kingdom,Single,Male,1981-06-16,2026-01-05
11327,22326,Riley,Howard,United States,Single,Female,1980-08-22,2026-01-05
11328,22327,Jake,Cai,United States,Single,Male,1985-11-16,2026-01-05
11329,22328,Grace,Anderson,United States,Single,Female,1979-12-30,2026-01-05
11330,22329,Grace,Peterson,United States,Married,Female,1979-07-02,2026-01-05
11331,22330,Jose,Walker,United States,Married,Male,1979-10-01,2026-01-05
11332,22331,Michele,Yuan,United States,Married,Female,1935-03-20,2026-01-05
11333,22332,Brittany,Bennett,Canada,Married,Female,1937-01-09,2026-01-05
11334,22333,Gabriella,Watson,United States,Married,Female,1937-02-09,2026-01-05
11335,22334,Juan,Serrano,United States,Married,Male,1977-05-20,2026-01-05
11336,22335,Anthony,Taylor,United States,Married,Male,1977-11-20,2026-01-05
11337,22336,Frank,Moreno,United States,Married,Male,1977-10-31,2026-01-05
11338,22337,Haley,Jenkins,United States,Married,Female,1958-10-01,2026-01-05
11339,22338,Thomas,Russell,United States,Married,Male,1964-03-22,2026-01-05
11340,22339,Richard,Nelson,United States,Married,Male,1959-05-02,2026-01-05
11341,22340,Isaac,Young,United States,Married,Male,1959-04-01,2026-01-05
11342,22341,Tristan,Washington,United States,Married,Male,1959-05-16,2026-01-05
11343,22342,Jon,Lal,United States,Married,Male,1965-09-30,2026-01-05
11344,22343,Brittany,Powell,United States,Married,Female,1960-01-04,2026-01-05
11345,22344,Krystal,Yang,United States,Married,Female,1960-06-22,2026-01-05
11346,22345,Amanda,James,United States,Married,Female,1961-01-14,2026-01-05
11347,22346,Catherine,Howard,United States,Married,Female,1971-09-30,2026-01-05
11348,22347,Abigail,Long,United States,Married,Female,1967-02-13,2026-01-05
11349,22348,Zoe,Torres,United States,Married,Female,1961-12-29,2026-01-05
11350,22349,Mason,Morris,Canada,Married,Male,1967-10-18,2026-01-05
